time,order,start,commit
2020-11-16 12:01,大红瓶面霜+活能水+面膜礼盒,comment-star star5,产品包装：产品包装：硬盒包装，包装精细，没有破损。吸收效果：水质地浓稠，味道好聞，易吸收，补水效果好。霜的味道也很好，保湿效果好。适合肤质：适合任何肤质。这款产品是明星产品了，一直在用，效果佳，对于抗皱防衰老有一定的效果。想买的亲们可以下手了，是正品。
2020-03-18 12:09,大红瓶空气霜50g,comment-star star5,皮肤特别爱出油，看了很多人的推荐以及产品，下面的买家评价确定了，这是一款控油效果了，面霜买回来以后效果确实很不错，之前脸上油油的，现在涂完之后可以保持半天都很清爽，面霜的质地也很舒服，涂在皮肤上润润的很快，被皮肤吸收味道淡淡的，很好闻。玉兰油的产品，感觉年龄过了35，用起来很不错。
2020-11-26 09:27,大红水250ml,comment-star star5,一直用玉兰油系列化妆品，这款大红瓶活能紧肤水已经是多次回购了，每次商家做活动时，都会屯一点，优惠力度大，赠品也特别多，在京东自营店购买，送货也很快，个人觉得大红瓶活能紧肤水特别好用，效果很明显，细纹明显减少，特别喜欢大红瓶紧肤水的质地，细腻柔软光滑，吸收也特别好，会一直用的。
2020-11-07 19:50,眼霜15ml,comment-star star5,适合人群：任何人都可以使用方式：涂抹在眼周皮肤淡纹能力：还不错抗皱能力：长期用。效果不错吸收程度：容易吸收其他特色：这款眼霜我用了七八年了，效果真不错的，眼周没有细纹。早晚用，非常好，易吸收。价格适中，也不贵，物流非常快，还会下来买
2020-08-16 06:17,大红瓶15件套礼盒,comment-star star5,已经是第二次购买了，产品包装：包装很好看，很好没有破自己很喜欢这套，用过别人都说比之前皮肤好多了，面膜用了也很好，就是的用手先弄下要不然就有点小，眼霜还不错洗面奶也不错，洗过脸很舒服，面霜很好用，水也很好用总之自己用了就是好
2019-11-09 12:57,新生塑颜化妆品礼盒15件套,comment-star star5,东西非常好非常好用，下次还会再来购买，只京东值得信赖非常不错，这个油非常好用，下次还会再来购买老婆非常喜欢推荐大家购买就是有点贵，但是整体效果还不错，京东的售后和物流都非常不错，一直在京东购买购物，非常放心，非常实惠，推荐大家购买好处的。
2020-06-20 17:58,大红瓶空气霜50g,comment-star star5,前几天买了大红瓶面霜，用过了几天这款面霜了，觉得这款面霜特别水润，对脸上的细纹有很好的修复作用，觉得脸上的细纹少多了，对于我这个油性还发干的皮肤保湿效果特别好，吸收也很快，用完脸上不再油乎乎的了，真是一款好商品，现在这个活动价格更是超常优惠，有需要的快入???快递小哥一如既往的速度快，服务???
2021-02-16 11:25,【新年礼遇】大红瓶面霜50g,comment-star star5,种草很久了，看到活动买来试试，膏体是白色的，不是很稀的那种，涂抹在手上试了下，非常容易推开，肤色有提亮的效果，味道淡淡的，不是很香的那种，蛮好闻的，店家贴心的送了复购券，好用再来
2020-09-03 19:55,大红瓶面霜50g,comment-star star5,我最喜欢的大红瓶，瓶子很有特色，红色特喜庆。面霜也是我常用的一种，买一大瓶送两小瓶，可以用半年了。擦脸上没有黏糊糊的感觉，很清爽滋润，还伴着香喷喷久久不会消散的芳香。我的皮肤比较干燥，擦完后半天还有味道。超爱哦
2021-06-21 16:15,【预售】新生洁面125g,comment-star star5,洗面奶原来用的玉兰油其他系列，上次买了这款，用的很好，深层护理，滋养皮肤，洗完皮肤不紧绷。快用完刚好这次活动就买，6.18活动价变化也是蛮快的，6.17看到买二只优惠价95元，等到6.18就变109元了，也要用就只能买了，就这样了好用就行了。
2021-09-04 21:04,【滋润补水】大红水250ml,comment-star star5,这已经是我买的第三瓶爽肤水了，而且是同样的牌子正品，也非常多使用起来，整体来说还可以，因为我陪着其他的精华在一起使用，所以整体上来说，我觉得比其他的要好一点性价比也挺高。
2020-03-17 16:12,大红瓶15件套礼盒,comment-star star5,30多岁了，用之前的护肤有些不适合了，不知道用什么品牌，看到搞活动就买来试一试，第一次用这个品牌的护肤品，效果还没看到，味道很温和，清香，挤了花生粒那么多洗面奶不会有泡泡，洗完脸滑滑的，水很滋润，希望坚持用会有明显好效果
2021-06-25 18:11,新生洁面乳125g,comment-star star5,OLAY玉兰油新生焕活深彻洁面乳，深润清洁，细致幼滑，补水保湿效果很好，紧致肌肤的同时温和滋养。????混油皮推荐新生焕活深彻洁面乳，泡沫细柔丰富，帮助清洁至肌肤毛孔，带走污垢和细微杂质！???优秀?含有氨基酸肽和保湿成分的配方，帮助肌肤水润清新。让肌肤弹润有光泽。我?到了
2021-01-29 13:29,【新年礼遇】大红瓶15件套,comment-star star5,真的爱了爱了 ，这包装太好看了，舍不得扔掉。打开包装里面的产品更惊艳到我了，真的是一如既往的好！很喜欢京东很喜欢屯着用！经济实惠！每次买的的物品都物超所值！支持京东！！！
2021-11-05 14:03,【滋润面霜】大红瓶面霜50g,comment-star star5,赶上双十一买这个超级划算，包装瓶超级有质感，瓶子特别沉，送了四个小瓶装，分量足，出去玩带着很方便，配合同系列的大红瓶水使用，适合冬天，干皮，抹上很滋润，味道也比较好闻，第一次用，好用还会回购
2021-09-06 17:13,【滋润补水】大红水250ml,comment-star star5,京东物流就是快！玉兰油这款新生塑颜金纯活能水，非常好用，之前买了一套用完了，又买一套也收到了。早晚各用一次，保护肌肤水润舒适，而且价格也不算贵！之前买250毫升大瓶送两只100毫升，共450毫升，用了近两年。这次买大瓶250毫升的，送了三只50毫升的，共400毫升，算起也应该能用一年零大半年，31个月吧，平均一个月只要十多块钱，很划算！物美价廉！用完再买！
2020-06-01 04:14,大红瓶面霜50g,comment-star star5,非常的不错，然后保湿效果还是挺好的，而且用了几天后感觉皮肤又变了好一点吸收效果非常的不错，出油的症状明显的改善。然后的话也挺适合我的皮肤的。起来之后，感觉是比较温和的那种皮肤变得水润，然后紧致一点，然后物流速度有点快呀。
