time,order,start,commit
2019-11-06 13:08,滋养面霜（明星产品）,comment-star star5,珂润的这款保湿霜我用了两三年了，既便宜实惠又好用，我是混合性肌肤，属于夏天混油，冬天混干的那种，那这款保湿霜秋冬用再好不过了，超级保湿不油腻，一瓶虽然不多，但是真的能用很久了，保湿霜的延展性很好，一摸就推开了，而且特别好吸收，我之前用其他的霜会脸上粘粘的，但是这款就没有，超级好用的，用空了好几瓶了，还会继续回购哒
2021-01-26 19:07,滋养面霜（明星产品）,comment-star star5,珂润面霜敏感肌的救星，趁着京东搞活动的时候买的，本地仓发货，次日达，速度快…干皮也很适合用…上脸润润的，不油腻，保湿效果很好，没有添加任何，很健康安全…
2020-11-11 18:34,洁面泡沫,comment-star star5,这个第一次用，用了几天了感觉可以，洗完脸不觉得干，一挤都是细细的泡沫，用在脸上感觉也非常舒服，洗脸不紧绷，配套买的水乳霜，我皮肤属于混合型的，用这个水补水效果也挺好，这个成分是中药的，还是放心！以后会回购！
2020-04-29 23:08,滋养面霜（明星产品）,comment-star star5,保湿效果：我皮肤比较敏感 脸颊比较干，换季会过敏 长痘痘 发红 痒 这个面霜补水效果很不错 我敏感肌用了挺好的 吸收程度：吸收效果很好，抹上脸上轻轻按压一下就吸收 适合肤质：以前是混合性的，现在变成干性的皮肤，所以很缺水皮肤还带有干痒红肿 质地：产品质地很柔软 用了以后脸好软哦 非常喜欢 推荐购买
2021-11-04 16:33,【人气爆款】保湿滋养乳霜 40g,comment-star star5,看着虽然小巧，用起来的感觉确实棒极了，绵绵的，润润的。短小精悍说的就是它了，味道闻起来淡淡的香香的，感觉超棒，第一次买，以后还会回购的！
2021-06-22 17:48,【人气爆款】保湿滋养乳霜 40g,comment-star star5,保湿效果很不错，我皮肤比较干，用完后也没有油腻腻的感觉，吸收的挺好的，乳液比较轻薄，面霜稍微厚重一点，夏天用乳液合适，对得起这个价格，性价比不错
2021-11-21 10:36,【礼盒限量款】洁面保湿3件套,comment-star star5,我买的是珂润保湿系列套装，打开外包装，真的是惊艳到了，是礼盒装，礼盒上还有朵淡蓝色的蝴蝶结，少女系的我，一眼就喜欢上它了呢，再有，最关键的是，里面的物品，正是我平时爱用的，我属敏感肌肤，平时也一直认定这品牌用的，它好用、安全、效果也很好，所以，这是我家里的必备。好评送出囖！
2021-08-01 20:15,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,之前一直用的是多芬家的那款泡沫洗面奶。然后这次是买乳液的时候，刚好看到他家的洁面网评也很优秀，便尝试买一次，试一试，。今晚就用了，感觉还不错，洗完脸不会拔干，很润。然后其他的还没尝试出来。
2021-10-04 22:26,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,珂润洗面奶，泡沫型的洗脸非常方便。泵装的设计很不错，挤出来的泡沫绵密丰富，能控制用量不会浪费。清洁皮肤的角质和油垢，然让肌肤重新焕发光彩。在滋润的同时还有保湿效果，对干燥皮非常友好。珂润系列的水乳套装都有搭配使用，总体来说非常不错?。
2021-07-20 21:39,【人气爆款】保湿柔和乳液120ml,comment-star star5,一直在用珂润的面霜，乳液，精华水以及洗面奶，因为本人是敏感性肌肤，再加上皮肤干燥，用其他的护肤品感觉有点刺激，所以最后选择了珂润，总体而言，珂润的护肤品质感温和，不刺激，具有良好的保湿效果，但是乳液有点太稀了，跟水差不多，不过一直都是效果不错，所以珂润的肤护品很适合我，希望多多做活动，铁粉一如既往的支持！另外快递也很快，第二天就到了，好评。
2021-03-05 22:42,洁面泡沫,comment-star star5,我是敏感性肌肤?大干皮，用过珂润的水乳霜，都很舒服没有刺激。这次买的洁面泡沫，味道比较淡，没有过敏，并且泡沫丰富对皮肤也刺激小，并且价格这么实惠，京东物流很快，很满意
2019-12-27 11:14,化妆水1号,comment-star star5,产品质感：用了一段时间，质地就是跟水一样，很稀，不过擦完感觉很清爽适合肤质：我是混油皮，用着还不错产品香味：没什么味道使用效果：买了一整套，水，乳，洗面奶，吸收挺好，我觉得还行补水效果：用完也不干其他特色：感觉很温和，喜欢
2021-11-06 12:00,【秋冬爆款】保湿滋润型化妆水Ⅲ,comment-star star5,产品质感：质感没得说，必须好啊，无刺激，无味道，用在脸上很舒服的；适合肤质：我个人属于夏天油皮，秋冬变成干皮，秋冬我会没周湿敷两次，搭配面霜使用，效果无敌了；产品香味：无任何味道，一点不刺激；使用效果：效果特别好，回购N次的产品，这次赶上有活动，一起囤了2瓶，其中一瓶快见底了
2021-09-29 16:04,【人气爆款】保湿滋养乳霜 40g,comment-star star5,这款珂润面霜超级保湿，巨好用，擦在脸上很轻薄，也很滋润，没有杂七杂八的味道，很清爽。添加蓝桉叶植物提取物，改善肌肤干燥起皮等现象，修护肌肤受损。含有神经酰胺成分，促进肌肤水分吸收，渗透肌肤深层滋养，从内到外水润盈透，非常不错??。
2020-06-19 11:32,滋养面霜（明星产品）,comment-star star5,第一次使用，保湿效果不错，最主要的是给人很心满意足的感觉，因为打开盖子来看，出乎意料得满，不想以前买的其他产品，空了一截，这款产品，满满的，盖子上面都是，特别足。这是我使用了三次后的量，仍然很多，好评。下次还继续购入。搞活动真的划算。
2021-09-06 19:31,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,这次京东活动很划算 一直回购这款洗面奶 用起来很舒服 泡沫丰富 洗完脸也不紧绷 用着感觉不错 温和无刺激 也推荐给身边的朋友使用
2021-07-31 20:04,【人气爆款】保湿滋养乳霜 40g,comment-star star5,保湿效果：挺好的，很不错吸收程度：吸收很好控油效果：控油效果很不错，很值得入手产品质地：产品质地很棒，品牌的东西还是有保障的适合肤质：大部分肤质应该都可以的其他效果：每天美美哒，心情好好滴
2021-11-11 18:13,【精选好物】卸妆啫喱130g,comment-star star5,平时80多的价格，双十一确实是优惠了很多，心理感觉很满意，主要是看中了珂润的牌子，温和无刺激，适合敏感肌，孕妇也可以使用的吧。看起来就质量特别好，期待他用后的效果。
